id	type	status	noindex	cornerstone	permalink	parent	title	seo_title	meta_desc	focus_kw	links_out	links_in	rt_min	modified	content_len	gutenberg	elementor
1697	post	publish	0	0	http://cavallo.local/assist-horse-season-change-4-boots-made-riding/	0	Assist Your Horse Through Season Change #4 - These Boots are Made for Riding	NULL	Different weather patterns and vegetal growth have a significant impact on animals who live outside. Transitioning between seasons can be challenging.	NULL	3	NULL	3	2025-05-16 10:18:11	4120	1	0
1268	post	publish	0	0	http://cavallo.local/athlete-or-couch-potato/	0	Athlete or Couch Potato	NULL	NULL	NULL	0	NULL	3	2025-07-03 19:29:14	3453	1	0
1129	post	publish	0	0	http://cavallo.local/back-in-the-holler/	0	Back in “the holler”	NULL	NULL	NULL	0	NULL	4	2025-07-03 19:09:02	5640	1	0
1796	post	publish	0	0	http://cavallo.local/balancing-minerals-to-build-the-best-hoof/	0	Balancing Minerals to Build the Best Hoof	NULL	NULL	NULL	1	NULL	NULL	2026-03-17 19:49:30	8117	0	0
1952	post	publish	0	0	http://cavallo.local/barefoot-booted-dressage-movement-reaches-olympic-level/	0	Barefoot & Booted Dressage Movement Reaches Olympic Level	NULL	NULL	NULL	0	NULL	NULL	2025-07-04 04:27:58	5545	0	0
1275	post	publish	0	0	http://cavallo.local/barefoot-around-the-world/	0	Barefoot Around the World	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:30:20	2368	1	0
1373	post	publish	0	0	http://cavallo.local/barefoot-barrel-racing/	0	Barefoot Barrel Racing	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:46:20	2099	0	0
1388	post	publish	0	0	http://cavallo.local/barefoot-eventing-it-is-possible/	0	Barefoot Eventing - It Is Possible!	NULL	NULL	NULL	0	NULL	2	2025-07-03 20:02:43	1598	1	0
1357	post	publish	0	0	http://cavallo.local/barefoot-horse-canada/	0	Barefoot Horse Canada	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:42:18	430	0	0
1212	post	publish	0	0	http://cavallo.local/barefoot-horse-information/	0	Barefoot Horse Information	NULL	Barefoot Horse Information: Liberated Horsemanship is a fantastic resource full of useful articles, details of riding and training programs.	NULL	0	NULL	NULL	2025-07-03 19:20:28	2293	0	0
1658	post	publish	0	0	http://cavallo.local/barefoot-horse-magazine/	0	Barefoot Horse Magazine	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:17	2659	0	0
1431	post	publish	0	0	http://cavallo.local/barefoot-horses-strutting-their-stuff/	0	Barefoot Horses Strutting Their Stuff	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:43	2493	1	0
1473	post	publish	0	0	http://cavallo.local/barefoot-in-the-pasture-protected-on-the-trail/	0	Barefoot in the Pasture, Protected on the Trail	NULL	NULL	NULL	0	NULL	2	2025-07-03 20:18:12	2316	0	0
1550	post	publish	0	0	http://cavallo.local/barefoot-in-the-uk/	0	Barefoot in the UK	NULL	NULL	NULL	0	NULL	4	2025-05-16 10:18:30	5589	1	0
1994	post	publish	0	0	http://cavallo.local/hoof-care-in-canada/	0	Barefoot Rock Stars Unite in Canada	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:16:31	6250	0	0
1231	post	publish	0	0	http://cavallo.local/barefoot-thoroughbred/	0	Barefoot Thoroughbred	NULL	NULL	NULL	0	NULL	1	2025-07-03 19:24:55	933	1	0
1330	post	publish	0	0	http://cavallo.local/barefoot-trail-horses/	0	Barefoot Trail Horses	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:39:33	1726	1	0
1474	post	publish	0	0	http://cavallo.local/battles-wins-back-to-back/	0	Battles Wins Back to Back!	NULL	NULL	NULL	0	NULL	2	2025-07-03 20:18:14	2452	0	0
1323	post	publish	0	0	http://cavallo.local/becoming-students-of-the-hoof/	0	Becoming Students of the Hoof	NULL	Becoming Students of the Hoof: An excerpt from Dr. Thomas Teskey’s – Breaking Traditions: A Veterinary Medical and Ethical Perspective On the Modern Day.	NULL	0	NULL	NULL	2025-07-03 19:36:39	7613	0	0
1105	post	publish	0	0	http://cavallo.local/beginning-ground-work/	0	Beginning Ground Work	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:04:45	2569	0	0
899	post	publish	0	0	http://cavallo.local/bern-nichola-easterford-riding-iolo-and-autumn-united-kingdom/	0	Bern & Nichola Easterford (riding iolo and Autumn), United Kingdom	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:54:57	710	0	0
1131	post	publish	0	0	http://cavallo.local/best-of-america-by-horsebacks-1000th-episode/	0	Best of America by Horseback's 1000th Episode!	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:09:33	3632	0	0
1381	post	publish	0	0	http://cavallo.local/blaze-your-own-trail/	0	Blaze Your Own Trail	NULL	NULL	NULL	0	NULL	3	2025-07-03 19:49:23	3058	1	0
955	post	publish	0	0	http://cavallo.local/born-to-be-wild/	0	Born to be Wild	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:33:22	3895	0	0
1359	post	publish	0	0	http://cavallo.local/breaking-traditions/	0	Breaking Traditions	NULL	Breaking Traditions: Another excerpt from Dr. Thomas Teskey’s – Breaking Traditions: A Veterinary Medical and Ethical Perspective On the Modern Day Usage.	NULL	0	NULL	NULL	2025-07-03 19:42:27	4578	0	0
1255	post	publish	0	0	http://cavallo.local/breaking-up-is-hard-to-do/	0	Breaking Up is Hard to Do	NULL	NULL	NULL	0	NULL	3	2025-07-03 19:27:41	3571	1	0
952	post	publish	0	0	http://cavallo.local/brumby-expert-visits-with-cavallo/	0	Brumby Expert visits with Cavallo	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:31:52	2056	0	0
1655	post	publish	0	0	http://cavallo.local/brumby-week/	0	Brumby Week	NULL	Brumby Week: Attention all Ozzy's, adventurists, and horse lovers, Brumby Week is coming to Central Australia! Brumby Week is an international wild horse.	NULL	0	NULL	2	2025-05-16 10:18:18	3254	1	0
1320	post	publish	0	0	http://cavallo.local/budweisers-puppy-love-and-cavallo/	0	Budweiser's Puppy Love and Cavallo	NULL	NULL	NULL	0	NULL	3	2025-07-03 19:36:28	2547	1	0
1588	post	publish	0	0	http://cavallo.local/building-trust/	0	Building Trust	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:25	2536	0	0
1369	post	publish	0	0	http://cavallo.local/canadas-only-monty-roberts-instructor/	0	Canada’s Only Monty Roberts Instructor	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:44:40	2424	1	0
984	post	publish	0	0	http://cavallo.local/care-of-bare-hoofs-in-winter/	0	Care of bare hoofs in winter	NULL	Care of bare hoofs in winter: Terrain changes can create treacherous conditions. Once soft smooth footing can turn to uneven rigid protuberances.	NULL	1	NULL	NULL	2025-07-03 18:42:04	1452	0	0
969	post	publish	0	0	http://cavallo.local/carole-herder-western-trailblazer/	0	Carole Herder - Western Trailblazer	NULL	NULL	NULL	0	NULL	2	2025-07-03 18:36:30	2245	1	0
1716	post	publish	0	0	http://cavallo.local/carole-herder-horse-chats/	0	Carole Herder Horse-Chats it up!	NULL	Carole Herder Horse-Chats it up! Carole's recent interviews with Horse Chats Australia are educational, INSPIRATIONAL and a lot of FUN!	NULL	2	NULL	NULL	2025-05-16 10:18:08	2475	0	0
927	post	publish	0	0	http://cavallo.local/carole-herder-president-cavallo-horse-rider/	0	Carole Herder President, Cavallo Horse & Rider	NULL	NULL	NULL	0	NULL	1	2025-05-16 10:19:16	473	1	0
1023	post	publish	0	0	http://cavallo.local/carole-herder-speaks-about-hoofs-at-equine-affaire/	0	Carole Herder speaks about Hoofs at Equine Affaire	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:50:49	988	0	0
1022	post	publish	0	0	http://cavallo.local/carole-herder-speaks-at-equine-affaire/	0	Carole Herder speaks at Equine Affaire	NULL	NULL	NULL	5	NULL	NULL	2026-03-13 00:54:52	1931	0	0
346240	post	publish	0	0	http://cavallo.local/carole-herder-rbc-finalist/	0	Carole Honoured with RBC Finalist Award	Carole Herder from Cavallo Hoof Boots wind RBC Award	Carole Herder from Cavallo Hoof Boots was recently honoured as finalist for the prestigious RBC Women of Influence Entrepreneur Awards.	Carole Herder RBC Award	0	NULL	3	2026-03-02 20:52:19	8824	1	0
1442	post	publish	0	0	http://cavallo.local/cassies-simple-boots/	0	Cassie's Simple Boots	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:43	2695	1	0
1900	post	publish	0	0	http://cavallo.local/cavallo-the-top-choice-for-boots-over-metal-shoes/	0	Cavallo - The Best Choice for Boots Over Metal Shoes	NULL	NULL	NULL	5	3	6	2026-02-11 18:33:04	10709	1	0
1014	post	publish	0	0	http://cavallo.local/cavallo-the-trusted-authority/	0	CAVALLO – THE TRUSTED AUTHORITY	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:48:39	1261	0	0
980	post	publish	0	0	http://cavallo.local/cavallo-actha/	0	Cavallo & ACTHA	NULL	Cavallo & ACTHA: Cavallo’s  Carole Herder and Carrie Scrima of The American Competitive Trail Horse Association (ACTHA) chat candidly about the evolution.	NULL	0	NULL	NULL	2025-07-03 18:41:31	1525	0	0
1596	post	publish	0	0	http://cavallo.local/cavallo-advice-on-managing-the-mud-headache/	0	Cavallo advice on Managing the Mud Headache	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:24	3175	1	0
1003	post	publish	0	0	http://cavallo.local/cavallo-and-athra/	0	Cavallo and ATHRA	NULL	Cavallo and ATHRA: ATHRA (Australian Trail Horse Riders Association) boasts over 115 clubs nationally and was formed in 1972 for riders to enjoy a.	NULL	0	NULL	NULL	2025-07-03 18:45:37	1154	0	0
1141	post	publish	0	0	http://cavallo.local/cavallo-and-friends/	0	Cavallo and Friends	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:11:47	868	0	0
973	post	publish	0	0	http://cavallo.local/cavallo-and-monty-roberts/	0	Cavallo and Monty Roberts	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:37:09	939	0	0
1847	post	publish	0	0	http://cavallo.local/cavallo-continues-partnership-with-path-international/	0	Cavallo and PATH International - A Common Passion	NULL	Cavallo and PATH International - A Common Passion: Cavallo Helps Therapeutic Horses Wear Hoof Boots! We at Cavallo Horse & Rider are proud to announce our.	NULL	4	NULL	NULL	2026-03-13 00:46:54	4943	0	0
1830	post	publish	0	0	http://cavallo.local/cavallo-and-united-states-pony-club-form-affiliate-partnership/	0	Cavallo and United States Pony Club Form Affiliate Partnership	NULL	NULL	NULL	3	NULL	NULL	2026-03-13 00:47:24	4551	0	0
1161	post	publish	0	0	http://cavallo.local/cavallo-at-equitana/	0	Cavallo at Equitana	NULL	Cavallo at Equitana: Don't miss Carole Herder, president of Cavallo, speaking at Equitana at the Melborne Showgrounds in Australia.	NULL	0	NULL	NULL	2025-07-03 19:14:34	1854	0	0
1093	post	publish	0	0	http://cavallo.local/cavallo-at-mane-event-2/	0	Cavallo at Mane Event	NULL	NULL	NULL	2	NULL	NULL	2026-03-13 00:54:15	365	0	0
1251	post	publish	0	0	http://cavallo.local/cavallo-at-spoga/	0	Cavallo at Spoga	NULL	Cavallo at Spoga: We sang and danced and celebrated our community of Barefoot & Booted advocates. Changing the world one horse at a time.	NULL	0	NULL	2	2025-07-03 19:27:14	1407	1	0
1053	post	publish	0	0	http://cavallo.local/cavallo-at-western-states-horse-expo/	0	Cavallo at Western States Horse Expo	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:55:17	1933	0	0
1860	post	publish	0	0	http://cavallo.local/cavallo-awards-top-pony-club-members/	0	Cavallo Awards Pony Club Members	NULL	NULL	NULL	4	NULL	3	2026-03-17 19:59:40	6190	1	0
1888	post	publish	0	0	http://cavallo.local/cavallo-boots-changing-the-golden-years-for-older-horses/	0	Cavallo Boots - Changing the Golden Years for Older Horses	NULL	Cavallo Boots - Changing the Golden Years for Older Horses: Older Horses Face Unique Issues Ageing equines often suffer from arthritis.	NULL	4	NULL	4	2026-03-17 18:34:16	9083	1	0
1876	post	publish	0	0	http://cavallo.local/cavallo-boots-during-transport-your-horse-will-thank-you/	0	Cavallo Boots During Transport - Your Horse Thanks You	NULL	NULL	NULL	9	2	4	2026-03-17 18:34:23	8402	1	0
1457	post	publish	0	0	http://cavallo.local/cavallo-boots-for-endurance-riding-in-germany/	0	Cavallo Boots for Endurance Riding in Germany	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:41	1026	0	0
1907	post	publish	0	0	http://cavallo.local/cavallo-boots-help-forest-fire-horses/	0	Cavallo Boots Help Forest Fire Horses	NULL	NULL	NULL	0	NULL	NULL	2025-07-04 04:18:25	7473	0	0
1417	post	publish	0	0	http://cavallo.local/cavallo-boots-in-deep-mud/	0	Cavallo Boots In Deep Mud	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:45	2078	1	0
1122	post	publish	0	0	http://cavallo.local/cavallo-bridge-saddle-pad/	0	Cavallo Bridge Saddle Pad	NULL	NULL	NULL	1	NULL	NULL	2026-03-13 00:53:58	416	0	0
1837	post	publish	0	0	http://cavallo.local/cavallo-comfort-pads-cushioning-your-horse-into-great-hoof-health/	0	Cavallo Comfort Pads - Cushioning your Horse into Great Hoof Health	NULL	NULL	NULL	5	NULL	NULL	2026-03-17 19:56:29	7423	0	0
1733	post	publish	0	0	http://cavallo.local/cavallo-delivers/	0	Cavallo Delivers - Great Hoof Boots and Customer Service!	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:04	2709	0	0
1666	post	publish	0	0	http://cavallo.local/cavallo-gives-mounted-search-and-rescue/	0	Cavallo Gives	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:15	3836	1	0
1607	post	publish	0	0	http://cavallo.local/cavallo-helps-spot-signs-sore-back/	0	Cavallo Helps You Spot Signs of a Sore Back	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:22	3315	0	0
1118	post	publish	0	0	http://cavallo.local/cavallo-hoof-boot-production/	0	Cavallo Hoof Boot Production	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:06:49	1951	0	0
1119	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-ready-for-the-world/	0	Cavallo Hoof Boots - Ready for the World	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:07:02	1883	0	0
1798	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-australia-is-up-and-running/	0	Cavallo Hoof Boots Australia is UP AND RUNNING!	NULL	NULL	NULL	0	NULL	NULL	2026-03-17 19:48:32	1793	0	0
1175	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-help-lame-quarter-horse/	0	Cavallo Hoof Boots help Lame Quarter Horse	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:16:14	313	0	0
1170	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-on-patrol/	0	Cavallo Hoof Boots on Patrol	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:15:12	607	0	0
1803	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-proven-to-minimize-load-impact/	0	Cavallo Hoof Boots Proven to Minimize Load Impact	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:16:56	4149	0	0
1120	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-sole-connection/	0	Cavallo Hoof Boots Sole Connection	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:07:08	1403	0	0
1477	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-travel-across-the-usa/	0	Cavallo Hoof Boots Travel Across the USA	NULL	Cavallo Hoof Boots Travel Across the USA: This amazing feat started in California in November 2014 and is aiming to hit Weirsdale in Florida on the 14th.	NULL	0	NULL	2	2025-07-03 20:18:17	2378	0	0
1493	post	publish	0	0	http://cavallo.local/cavallo-hoof-boots-for-healing/	0	Cavallo Hoof Boots...For Healing!	NULL	NULL	NULL	0	NULL	3	2025-05-16 10:18:37	3403	1	0
1677	post	publish	0	0	http://cavallo.local/cavallo-action-mane-event/	0	Cavallo in Action at the Mane Event!	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:14	3782	1	0
1034	post	publish	0	0	http://cavallo.local/cavallo-in-california/	0	Cavallo in California	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:51:20	1208	0	0
1151	post	publish	0	0	http://cavallo.local/cavallo-in-great-britain/	0	Cavallo in Great Britain	NULL	NULL	NULL	0	NULL	1	2025-07-03 19:12:50	1127	1	0
1345	post	publish	0	0	http://cavallo.local/cavallo-in-michigan/	0	Cavallo in Michigan	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:41:18	1581	0	0
1214	post	publish	0	0	http://cavallo.local/cavallo-in-the-uk/	0	Cavallo in the UK	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:22:12	574	0	0
968	post	publish	0	0	http://cavallo.local/cavallo-is-all-about-the-horse/	0	Cavallo is all about the horse	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:35:23	2096	0	0
1628	post	publish	0	0	http://cavallo.local/cavallo-keeps-safe-hunting-season/	0	Cavallo Keeps You Safe during Hunting Season	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:20	3248	0	0
2000	post	publish	0	0	http://cavallo.local/laminitis-plan-series-part-2/	0	Cavallo Laminitis Plan Series: Part 2	NULL	Cavallo Laminitis Plan Series: Part 2: Welcome to Your Ultimate Laminitis Guide, Part 2: Managing Laminitis with Cavallos It’s a horse owner’s nightmare.	NULL	13	3	11	2026-03-17 20:06:31	20482	1	0
2002	post	publish	0	0	http://cavallo.local/laminitis-plan-for-2024-part-3/	0	Cavallo Laminitis Plan Series: Part 3	NULL	NULL	NULL	11	2	9	2026-05-14 21:56:44	18249	1	0
1510	post	publish	0	0	http://cavallo.local/cavallo-now-offers-natural-solutions-natural-stride-joint-supplements/	0	Cavallo Now Offers Natural Solutions' "Natural Stride" Joint Supplements	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:34	3786	0	0
1167	post	publish	0	0	http://cavallo.local/cavallo-on-the-road/	0	Cavallo on the Road	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:14:55	1192	0	0
960	post	publish	0	0	http://cavallo.local/cavallo-overseas/	0	Cavallo Overseas	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:34:21	2859	0	0
1662	post	publish	0	0	http://cavallo.local/cavallo-partners-rocky-mountain-horse-association/	0	Cavallo partners with Rocky Mountain Horse Association!	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:12	3828	1	0
1877	post	publish	0	0	http://cavallo.local/veterinary-help-for-hooves-with-cavallo-boots/	0	Cavallo Q&A: Veterinary Help for Hooves	NULL	NULL	NULL	0	6	NULL	2025-07-04 04:14:10	8025	0	0
1503	post	publish	0	0	http://cavallo.local/cavallo-rhythm-of-the-ride/	0	Cavallo Rhythm of the Ride	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:35	4470	0	0
1156	post	publish	0	0	http://cavallo.local/cavallo-saddle-pads-in-switzerland/	0	Cavallo Saddle Pads in Switzerland	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:14:10	430	0	0
1270	post	publish	0	0	http://cavallo.local/cavallo-sponsors-napec/	0	Cavallo Sponsors NAPEC	NULL	Cavallo Sponsors NAPEC: From the simple control of siding up to place violation dockets on vehicles to piloting their way through boisterous crowds.	NULL	0	NULL	2	2025-07-03 19:29:21	2042	1	0
1409	post	publish	0	0	http://cavallo.local/cavallo-tucker-saddle-pad/	0	Cavallo Tucker Saddle Pad	NULL	NULL	NULL	0	NULL	1	2025-05-16 10:19:14	1468	1	0
1561	post	publish	0	0	http://cavallo.local/cavallo-visits-ireland/	0	Cavallo visits Ireland	NULL	Cavallo visits Ireland: Among the many friendly Irish, Niamh Fitzpatrick (what a great Irish name!) was in attendance at one of my clinics.	NULL	4	NULL	NULL	2025-05-16 10:18:29	8130	0	0
993	post	publish	0	0	http://cavallo.local/cavallo-welcomes-valley-vet-supply-to-the-palace-arms/	0	Cavallo Welcomes Valley Vet Supply to the Palace Arms	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:43:00	1076	0	0
1673	post	publish	0	0	http://cavallo.local/cavallo-world-wide/	0	Cavallo World Wide	NULL	NULL	NULL	4	NULL	2	2026-03-13 00:49:45	3533	1	0
1051	post	publish	0	0	http://cavallo.local/cavallos-friend-joe-camp/	0	Cavallo's Friend - Joe Camp	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:54:56	4958	0	0
1460	post	publish	0	0	http://cavallo.local/cavallos-newest-team-member/	0	Cavallo's Newest Team Member!	NULL	NULL	NULL	3	NULL	1	2026-03-17 18:34:29	2068	1	0
1248	post	publish	0	0	http://cavallo.local/cavallos-the-easiest-hoof-boots/	0	Cavallos - The Easiest Hoof Boots	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:27:00	1365	1	0
1509	post	publish	0	0	http://cavallo.local/cavallos-have-sole-either-sole-for-any-style/	0	Cavallos Have Sole... Either Sole for Any Style!	NULL	NULL	NULL	1	NULL	3	2025-05-16 10:18:35	6501	1	0
1665	post	publish	0	0	http://cavallo.local/cavallos-in-quicksand-yup/	0	Cavallos in Quicksand? Yup!	NULL	NULL	NULL	0	NULL	2	2025-05-16 10:18:16	3262	1	0
1005	post	publish	0	0	http://cavallo.local/cesar-millan-the-calm-assertive-leader/	0	Cesar Millan – The Calm Assertive Leader	NULL	NULL	NULL	0	NULL	2	2025-07-03 18:45:48	1419	1	0
1292	post	publish	0	0	http://cavallo.local/changing-beliefs-part-1/	0	Changing Beliefs – Part 1	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:33:19	2462	1	0
1294	post	publish	0	0	http://cavallo.local/changing-beliefs-part-2/	0	Changing Beliefs – Part 2	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:33:30	2425	1	0
1692	post	publish	0	0	http://cavallo.local/changing-history-one-ride-at-a-time/	0	Changing History One Ride at a Time	NULL	NULL	NULL	1	NULL	NULL	2026-03-17 18:34:34	2272	0	0
964	post	publish	0	0	http://cavallo.local/check-out-this-email/	0	Check out this email!	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:34:59	1872	0	0
1809	post	publish	0	0	http://cavallo.local/cheyenne-wimberley-heading-to-the-national-finals-rodeo-with-trek/	0	Cheyenne Wimberley - Heading to the National Finals Rodeo with Trek	NULL	Cheyenne Wimberley is Heading to the National Finals Rodeo with Trek! Cheyenne Wimberly is an accomplished barrel racer and three-time National Finals.	NULL	3	NULL	2	2026-02-04 00:33:09	5940	1	0
1302	post	publish	0	0	http://cavallo.local/christmas-with-cavallo/	0	Christmas with Cavallo	NULL	NULL	NULL	0	NULL	3	2025-07-03 19:34:37	3807	1	0
892	post	publish	0	0	http://cavallo.local/cindy-schlener-massachusetts/	0	Cindy Schlener, Massachusetts	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:53:46	1301	0	0
1807	post	publish	0	0	http://cavallo.local/clb-is-now-the-official-hoof-boot-of-the-american-miniature-horse-association/	0	CLB is Now the Official Hoof Boot of the American Miniature Horse Association	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:16:56	3082	0	0
936	post	publish	0	0	http://cavallo.local/cody-sapergia/	0	Cody Sapergia	NULL	NULL	NULL	0	NULL	1	2025-05-16 10:19:16	434	1	0
1471	post	publish	0	0	http://cavallo.local/combatting-the-cruel-hoof-crack/	0	Combatting the Cruel Hoof Crack	NULL	NULL	NULL	0	NULL	2	2025-07-03 20:18:09	2842	1	0
1698	post	publish	0	0	http://cavallo.local/coming-from-the-heart/	0	Coming from the Heart	NULL	NULL	NULL	3	NULL	3	2026-03-17 18:34:40	5514	1	0
1061	post	publish	0	0	http://cavallo.local/conclusion-the-barefoot-paradigm/	0	Conclusion - The Barefoot Paradigm	NULL	Conclusion - The Barefoot Paradigm: The Conclusion of Yvonne Welz’s The Barefoot Paradigm What about differences of opinion regarding trimming?	NULL	0	NULL	NULL	2025-07-03 18:57:24	3721	0	0
1328	post	publish	0	0	http://cavallo.local/concussion-and-the-hoof/	0	Concussion and the Hoof	NULL	Concussion and the Hoof: Carrying on with Dr. Thomas Teskey's - Breaking Traditions: A Veterinary Medical and Ethical Perspective On the Modern Day Usage.	NULL	0	1	NULL	2025-07-03 19:39:27	3351	0	0
1407	post	publish	0	0	http://cavallo.local/confidence-booster/	0	Confidence Booster	NULL	NULL	NULL	0	NULL	3	2025-07-03 20:05:22	2747	1	0
1054	post	publish	0	0	http://cavallo.local/congratulations-from-cavallo/	0	Congratulations from Cavallo!	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 18:55:23	455	0	0
1814	post	publish	0	0	http://cavallo.local/connie-challice-a-barefoot-trimmer-and-a-winner/	0	Connie Challice - A Barefoot Trimmer and a Winner!	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:16:54	5508	0	0
1844	post	publish	0	0	http://cavallo.local/contracted-heels-101/	0	Contracted Heels 101	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:16:48	9215	0	0
1861	post	publish	0	0	http://cavallo.local/corona-chaos-or-calm-let-your-horse-help-you-choose/	0	Corona Chaos or Calm?  Let your Horse Help You Choose	NULL	NULL	NULL	3	NULL	NULL	2026-03-13 00:46:35	8437	0	0
1923	post	publish	0	0	http://cavallo.local/cavallos-cost-saving-hoof-care-plan-for-young-riders/	0	Cost-saving Hoof Care Plan for Young Riders	NULL	NULL	NULL	7	NULL	NULL	2026-03-13 00:45:52	8860	0	0
1126	post	publish	0	0	http://cavallo.local/cougars-cavallo-hoof-boots-the-food-chain/	0	Cougars, Cavallo Hoof Boots & the Food Chain	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:07:38	2621	1	0
1065	post	publish	0	0	http://cavallo.local/cowboy-church-helps-others-help/	0	Cowboy Church Helps Others Help	NULL	NULL	NULL	0	NULL	NULL	2025-06-08 12:19:13	2725	0	0
1340	post	publish	0	0	http://cavallo.local/creating-more-problems-in-the-whole-horse/	0	Creating More Problems in the Whole Horse...	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:40:13	2624	0	0
1282	post	publish	0	0	http://cavallo.local/cross-country-sports/	0	Cross Country Sports	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:32:39	2669	1	0
1485	post	publish	0	0	http://cavallo.local/dakota-memorial-ride/	0	Dakota Memorial Ride	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:38	2776	0	0
893	post	publish	0	0	http://cavallo.local/david-hall/	0	David Hall	NULL	NULL	NULL	0	NULL	1	2025-07-03 19:53:49	888	1	0
1639	post	publish	0	0	http://cavallo.local/dawn-smoky-mountains/	0	Dawn in the Smoky Mountains	NULL	NULL	NULL	0	NULL	NULL	2025-05-16 10:18:19	814	0	0
976	post	publish	0	0	http://cavallo.local/dealing-with-ice/	0	Dealing with Ice	NULL	NULL	NULL	1	NULL	NULL	2025-07-03 18:37:59	1122	0	0
881	post	publish	0	0	http://cavallo.local/debbie-and-buddy/	0	Debbie and Buddy	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:51:50	1198	1	0
885	post	publish	0	0	http://cavallo.local/debi-miller-florida/	0	Debi Miller, Florida	NULL	NULL	NULL	0	NULL	1	2025-07-03 19:52:43	798	1	0
889	post	publish	0	0	http://cavallo.local/debra-scharp-illinois/	0	Debra Scharp, Illinois	NULL	NULL	NULL	0	NULL	NULL	2025-07-03 19:53:39	397	0	0
868	post	publish	0	0	http://cavallo.local/deby-ogorman-usa/	0	Deby O'Gorman, USA	NULL	NULL	NULL	0	NULL	2	2025-07-03 19:50:08	2377	1	0
1533	post	publish	0	0	http://cavallo.local/denise-stafford-springs-ct/	0	Denise Stafford Springs, CT	NULL	NULL	NULL	0	NULL	1	2025-05-16 10:18:26	835	1	0
