id,type,status,indexable,cornerstone,site_section,title,url_live,content_format,summary,key_components,primary_cta,image_count,word_count,n_sections,has_video,seo_title,meta_description,focus_keyword,h1,org_traffic_est,traffic_value_usd,top_keyword,serp_position,ranking_keywords,links_in,links_out,price,sku,stock,reading_time_min,editor,parent_id,url_local,last_modified,audit_action,notes
1129,post,publish,Yes,,Blog — Posts,Back in “the holler”,https://cavallo-inc.com/back-in-the-holler/,Long-form guide / pillar,A narrative by Vaughn Wilson (submitted by Joe Camp) recounting a visit to Joe and Kathleen Camp's Tennessee farm and their adopted BLM mustang mare Saffron and her foal Stormy.,Image gallery,None,2,723,0,,,,,,,,,,,,0,,,,4,Gutenberg,,http://cavallo.local/back-in-the-holler/,2025-07-03 19:09:02,,
1796,post,publish,Yes,,Blog — Posts,Balancing Minerals to Build the Best Hoof,https://cavallo-inc.com/balancing-minerals-to-build-the-best-hoof/,Standard article (text + images),"Educational article on balancing minerals (magnesium, copper, zinc, selenium, chromium) for hoof health, framing the hoof as a circulatory pump and warning about deficiencies and imbalances.","Image gallery, Table of contents/sections",Read more,2,979,0,,,,,,,,,,,,1,,,,,Classic,,http://cavallo.local/balancing-minerals-to-build-the-best-hoof/,2026-03-17 19:49:30,,
1952,post,publish,Yes,,Blog — Posts,Barefoot & Booted Dressage Movement Reaches Olympic Level,https://cavallo-inc.com/barefoot-booted-dressage-movement-reaches-olympic-level/,Standard article (text + images),"Cavallo Trek boots support barefoot dressage horses at Olympic level, featuring two-time Canadian Olympian Jacqueline Brooks protecting her horses on gravel showgrounds.",Pull quote/testimonial,Shop hoof boots,2,680,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/barefoot-booted-dressage-movement-reaches-olympic-level/,2025-07-04 04:27:58,,
1275,post,publish,Yes,,Blog — Posts,Barefoot Around the World,https://cavallo-inc.com/barefoot-around-the-world/,Standard article (text + images),"Argues barefoot horses thrive in extremes, citing the Mongol Derby and South African endurance stud Perseverance Arabians.",,None,1,345,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/barefoot-around-the-world/,2025-07-03 19:30:20,,
1373,post,publish,Yes,,Blog — Posts,Barefoot Barrel Racing,https://cavallo-inc.com/barefoot-barrel-racing/,Standard article (text + images),Customer testimonial from a professional barrel racer and farrier praising Cavallo hoof boots for barefoot trail and gravel-ground use.,,Shop hoof boots,1,348,0,,,,,,5,1.1,barrel racing boots,7,3,,0,,,,,Classic,,http://cavallo.local/barefoot-barrel-racing/,2025-07-03 19:46:20,,
1388,post,publish,Yes,,Blog — Posts,Barefoot Eventing - It Is Possible!,https://cavallo-inc.com/barefoot-eventing-it-is-possible/,Standard article (text + images),"Short Carole Herder post highlighting an Eventing Nation article on barefoot eventing, quoting Bridget Brewer on barefoot challenges and positioning Cavallo hoof boots as support.","Author byline, External link",Read more,1,192,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/barefoot-eventing-it-is-possible/,2025-07-03 20:02:43,,
1357,post,publish,Yes,,Blog — Posts,Barefoot Horse Canada,https://cavallo-inc.com/barefoot-horse-canada/,Standard article (text + images),A short note from Anne Riddell of Barefoot Horse Canada thanking Cavallo for sponsoring their well-attended seminars at the Can-Am show.,Pull quote/testimonial,None,0,76,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/barefoot-horse-canada/,2025-07-03 19:42:18,,
1212,post,publish,Yes,,Blog — Posts,Barefoot Horse Information,https://cavallo-inc.com/barefoot-horse-information/,Standard article (text + images),"Blog post highlighting barefoot horse resources, noting Liberated Horsemanship's endorsement of Cavallo boots, its trimming courses, and the International Bare Hoof Association.",,None,1,311,0,,,"Barefoot Horse Information: Liberated Horsemanship is a fantastic resource full of useful articles, details of riding and training programs.",,,,,,,,,0,,,,,Classic,,http://cavallo.local/barefoot-horse-information/,2025-07-03 19:20:28,,
1658,post,publish,Yes,,Blog — Posts,Barefoot Horse Magazine,https://cavallo-inc.com/barefoot-horse-magazine/,Standard article (text + images),"Cavallo community offer giving free access to issue 14 of Lindsay Setchell's UK-based Barefoot Horse Magazine, with step-by-step login instructions.",Bulleted list,Read more,2,258,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/barefoot-horse-magazine/,2025-05-16 10:18:17,,
1431,post,publish,Yes,,Blog — Posts,Barefoot Horses Strutting Their Stuff,https://cavallo-inc.com/barefoot-horses-strutting-their-stuff/,Standard article (text + images),"Blog post highlighting barefoot/booted horse events including the Man versus Horse Marathon in Wales and TREC championships, featuring riders using Cavallo boots.","Body text, Single image, Author byline",None,1,282,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/barefoot-horses-strutting-their-stuff/,2025-05-16 10:18:43,,
1473,post,publish,Yes,,Blog — Posts,"Barefoot in the Pasture, Protected on the Trail",https://cavallo-inc.com/barefoot-in-the-pasture-protected-on-the-trail/,Standard article (text + images),"Carole Herder blog post encouraging horse owners to transition to barefoot, stressing preparation, education and a qualified trimmer before pulling shoes rather than rushing.",Body text,None,2,329,0,,,,,,,,,,,,0,,,,2,Classic,,http://cavallo.local/barefoot-in-the-pasture-protected-on-the-trail/,2025-07-03 20:18:12,,
1550,post,publish,Yes,,Blog — Posts,Barefoot in the UK,https://cavallo-inc.com/barefoot-in-the-uk/,Standard article (text + images),"Q&A interview with a UK barefoot horse owner about her trotter gelding, his transition to barefoot, and experiences across dressage and jumping.",,Read more,2,782,0,,,,,,,,,,,,0,,,,4,Gutenberg,,http://cavallo.local/barefoot-in-the-uk/,2025-05-16 10:18:30,,
1994,post,publish,Yes,,Blog — Posts,Barefoot Rock Stars Unite in Canada,https://cavallo-inc.com/hoof-care-in-canada/,Standard article (text + images),Recap of Cavallo attending the first Canadian Equine Hoof Care Conference in Regina to celebrate barefoot trimmers and the booted hoof care movement.,Image gallery,None,5,606,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/hoof-care-in-canada/,2025-05-16 10:16:31,,
1231,post,publish,Yes,,Blog — Posts,Barefoot Thoroughbred,https://cavallo-inc.com/barefoot-thoroughbred/,Standard article (text + images),Customer testimonial from Elizabeth-Anne (UK) about her 24-year-old ex-racehorse Bobby staying sound barefoot using Cavallo Sport Hoof Boots after shoe removal due to crumbly hoof walls.,Customer testimonial,None,1,62,0,,,,,,,,,,,,0,,,,1,Gutenberg,,http://cavallo.local/barefoot-thoroughbred/,2025-07-03 19:24:55,,
1330,post,publish,Yes,,Blog — Posts,Barefoot Trail Horses,https://cavallo-inc.com/barefoot-trail-horses/,Standard article (text + images),Carole Herder highlights two barefoot-promoting riding centers (Cypress Trails in Texas and Smokey Mountain Stables in Georgia) where the public can ride barefoot horses on rocky trails.,,None,1,211,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/barefoot-trail-horses/,2025-07-03 19:39:33,,
1474,post,publish,Yes,,Blog — Posts,Battles Wins Back to Back!,https://cavallo-inc.com/battles-wins-back-to-back/,Standard article (text + images),"Brand news post announcing that Cavallo distributor Battles won the BETA International 'Trade Supplier of the Year' award for 2015, its second consecutive win.",Body text,None,1,340,0,,,,,,,,,,,,0,,,,2,Classic,,http://cavallo.local/battles-wins-back-to-back/,2025-07-03 20:18:14,,
1323,post,publish,Yes,,Blog — Posts,Becoming Students of the Hoof,https://cavallo-inc.com/becoming-students-of-the-hoof/,Long-form guide / pillar,Excerpt from Dr. Thomas Teskey's 'Breaking Traditions' arguing that hoof deformities from steel shoeing are wrongly seen as normal and urging owners to become students of natural hoof function.,,None,1,1222,0,,,Becoming Students of the Hoof: An excerpt from Dr. Thomas Teskey’s – Breaking Traditions: A Veterinary Medical and Ethical Perspective On the Modern Day.,,,,,,,,,0,,,,,Classic,,http://cavallo.local/becoming-students-of-the-hoof/,2025-07-03 19:36:39,,
1105,post,publish,Yes,,Blog — Posts,Beginning Ground Work,https://cavallo-inc.com/beginning-ground-work/,Standard article (text + images),Joe Camp blog reflecting on learning horse groundwork basics and seeking a single congealed guide to relationship and leadership with horses.,,None,0,432,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/beginning-ground-work/,2025-07-03 19:04:45,,
899,post,publish,Yes,,Blog — Posts,"Bern & Nichola Easterford (riding iolo and Autumn), United Kingdom",https://cavallo-inc.com/bern-nichola-easterford-riding-iolo-and-autumn-united-kingdom/,Standard article (text + images),"Testimonial from Bern & Nichola Easterford (UK) praising Cavallo's barefoot commitment, the Barefoot Trim Manual and SIMPLE Boots working in all conditions.",Pull quote/testimonial,None,0,131,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/bern-nichola-easterford-riding-iolo-and-autumn-united-kingdom/,2025-07-03 19:54:57,,
1131,post,publish,Yes,,Blog — Posts,Best of America by Horseback's 1000th Episode!,https://cavallo-inc.com/best-of-america-by-horsebacks-1000th-episode/,Standard article (text + images),"Post inviting riders to Best of America by Horseback's 1000th-episode celebration trail ride in Cleveland, Ohio, noting Cavallo's long partnership and BOABH's effort to contact every past trail rider.",Pull quote/testimonial,None,1,607,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/best-of-america-by-horsebacks-1000th-episode/,2025-07-03 19:09:33,,
1381,post,publish,Yes,,Blog — Posts,Blaze Your Own Trail,https://cavallo-inc.com/blaze-your-own-trail/,Standard article (text + images),Opinion blog by Carole Herder urging horse owners to question barn/trainer agendas and follow their own path rather than conform to the dominant show-ring methodology.,Author byline,None,1,473,0,,,,,,,,,,,,0,,,,3,Gutenberg,,http://cavallo.local/blaze-your-own-trail/,2025-07-03 19:49:23,,
955,post,publish,Yes,,Blog — Posts,Born to be Wild,https://cavallo-inc.com/born-to-be-wild/,Standard article (text + images),"Feature drawing parallels between Mexico's Raramuri runners and Australia's wild Brumbies, exploring barefoot/minimal-footwear running and what it teaches about natural hoof and foot health.",,None,2,534,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/born-to-be-wild/,2025-07-03 18:33:22,,
1359,post,publish,Yes,,Blog — Posts,Breaking Traditions,https://cavallo-inc.com/breaking-traditions/,Standard article (text + images),Excerpt from Dr. Thomas Teskey's 'Breaking Traditions' arguing that steel horseshoes damage horses and urging farriers and vets to promote barefoot trimming and hoof boots.,,Read more,0,784,0,,,Breaking Traditions: Another excerpt from Dr. Thomas Teskey’s – Breaking Traditions: A Veterinary Medical and Ethical Perspective On the Modern Day Usage.,,,,,,,,,0,,,,,Classic,,http://cavallo.local/breaking-traditions/,2025-07-03 19:42:27,,
1255,post,publish,Yes,,Blog — Posts,Breaking Up is Hard to Do,https://cavallo-inc.com/breaking-up-is-hard-to-do/,Standard article (text + images),Carole Herder essay on the emotional difficulty horse owners face when changing or leaving their farrier in order to transition their horse from shod to barefoot.,,None,2,521,0,,,,,,,,,,,,0,,,,3,Gutenberg,,http://cavallo.local/breaking-up-is-hard-to-do/,2025-07-03 19:27:41,,
952,post,publish,Yes,,Blog — Posts,Brumby Expert visits with Cavallo,https://cavallo-inc.com/brumby-expert-visits-with-cavallo/,Standard article (text + images),"Account of barefoot-hoof researcher Brian Hampson visiting Cavallo president Carole Herder's ranch, discussing Australian Brumbies, wild horse populations, and hoof science.",,None,1,293,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/brumby-expert-visits-with-cavallo/,2025-07-03 18:31:52,,
1655,post,publish,Yes,,Blog — Posts,Brumby Week,https://cavallo-inc.com/brumby-week/,Standard article (text + images),"Overview of Brumby Week, an international wild horse convention in Central Australia, framed around the natural barefoot survival of wild horses.",Video embed,Read more,3,262,0,Yes,,"Brumby Week: Attention all Ozzy's, adventurists, and horse lovers, Brumby Week is coming to Central Australia! Brumby Week is an international wild horse.",,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/brumby-week/,2025-05-16 10:18:18,,
1320,post,publish,Yes,,Blog — Posts,Budweiser's Puppy Love and Cavallo,https://cavallo-inc.com/budweisers-puppy-love-and-cavallo/,Standard article (text + images),"Carole Herder's blog reflecting on Super Bowl ads, praising Budweiser's 'Puppy Love' Clydesdales commercial and the emotional appeal of horses in advertising.",,None,1,396,0,,,,,,,,,,,,0,,,,3,Gutenberg,,http://cavallo.local/budweisers-puppy-love-and-cavallo/,2025-07-03 19:36:28,,
1588,post,publish,Yes,,Blog — Posts,Building Trust,https://cavallo-inc.com/building-trust/,Standard article (text + images),"Reflective blog post on building mutual trust between horse and rider through consistency, grooming, massage and time spent together.",,Read more,2,406,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/building-trust/,2025-05-16 10:18:25,,
1369,post,publish,Yes,,Blog — Posts,Canada’s Only Monty Roberts Instructor,https://cavallo-inc.com/canadas-only-monty-roberts-instructor/,Standard article (text + images),"Carole Herder profiles Tom Durocher of Fishing Lake Metis Settlement, Canada's only Monty Roberts instructor, and his horsemanship journey.",,Read more,1,333,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/canadas-only-monty-roberts-instructor/,2025-07-03 19:44:40,,
984,post,publish,Yes,,Blog — Posts,Care of bare hoofs in winter,https://cavallo-inc.com/care-of-bare-hoofs-in-winter/,Standard article (text + images),"Winter hoof-care guidance: using Cavallo hoof boots with studs for traction and turnout, plus hydration and feeding tips for cold weather.",,None,1,206,0,,,Care of bare hoofs in winter: Terrain changes can create treacherous conditions. Once soft smooth footing can turn to uneven rigid protuberances.,,,,,,,,,1,,,,,Classic,,http://cavallo.local/care-of-bare-hoofs-in-winter/,2025-07-03 18:42:04,,
969,post,publish,Yes,,Blog — Posts,Carole Herder - Western Trailblazer,https://cavallo-inc.com/carole-herder-western-trailblazer/,Standard article (text + images),Announcement that Cavallo president Carole Herder is a finalist Trailblazer for the RBC Canadian Woman Entrepreneur of the Year award.,,None,1,271,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/carole-herder-western-trailblazer/,2025-07-03 18:36:30,,
1716,post,publish,Yes,,Blog — Posts,Carole Herder Horse-Chats it up!,https://cavallo-inc.com/carole-herder-horse-chats/,Standard article (text + images),"Promotes Carole Herder's podcast interviews on Horse Chats Australia, where she discusses her equine-industry experience and the creation of Cavallo Hoof Boots; links to episode 258.",Image gallery,Listen to podcast,2,142,0,,,"Carole Herder Horse-Chats it up! Carole's recent interviews with Horse Chats Australia are educational, INSPIRATIONAL and a lot of FUN!",,,,,,,,,2,,,,,Classic,,http://cavallo.local/carole-herder-horse-chats/,2025-05-16 10:18:08,,
927,post,publish,Yes,,Blog — Posts,"Carole Herder President, Cavallo Horse & Rider",https://cavallo-inc.com/carole-herder-president-cavallo-horse-rider/,Standard article (text + images),"Cavallo president Carole Herder testimonial on the Total Comfort System Saddle Pad, noting she developed the pads using the finest materials.",Pull quote/testimonial,None,1,38,0,,,,,,,,,,,,0,,,,1,Gutenberg,,http://cavallo.local/carole-herder-president-cavallo-horse-rider/,2025-05-16 10:19:16,,
1023,post,publish,Yes,,Blog — Posts,Carole Herder speaks about Hoofs at Equine Affaire,https://cavallo-inc.com/carole-herder-speaks-about-hoofs-at-equine-affaire/,Standard article (text + images),"Announcement of Carole Herder's Equine Affaire talk comparing metal shoes, hoof boots, and barefoot, covering hoof functions and proper hoof care.",,None,0,137,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/carole-herder-speaks-about-hoofs-at-equine-affaire/,2025-07-03 18:50:49,,
1022,post,publish,Yes,,Blog — Posts,Carole Herder speaks at Equine Affaire,https://cavallo-inc.com/carole-herder-speaks-at-equine-affaire/,Standard article (text + images),"Announcement of Carole Herder's Equine Affaire Ohio talk on turning a horse passion into a business, plus a bio of the Cavallo founder and her inventions.",,None,1,219,0,,,,,,,,,,,,5,,,,,Classic,,http://cavallo.local/carole-herder-speaks-at-equine-affaire/,2026-03-13 00:54:52,,
346240,post,publish,Yes,,Blog — Posts,Carole Honoured with RBC Finalist Award,https://cavallo-inc.com/carole-herder-rbc-finalist/,Standard article (text + images),"Post announcing founder Carole Herder named a Regional Finalist in the 2025 RBC Canadian Women Entrepreneur Awards, with local Sunshine Coast BC newspaper recognition and Cavallo's origin story.","Video embed, Image gallery, Table of contents/sections",Read local article,3,350,3,Yes,Carole Herder from Cavallo Hoof Boots wind RBC Award,Carole Herder from Cavallo Hoof Boots was recently honoured as finalist for the prestigious RBC Women of Influence Entrepreneur Awards.,Carole Herder RBC Award,,,,,,,,0,,,,3,Gutenberg,,http://cavallo.local/carole-herder-rbc-finalist/,2026-03-02 20:52:19,,
1442,post,publish,Yes,,Blog — Posts,Cassie's Simple Boots,https://cavallo-inc.com/cassies-simple-boots/,Standard article (text + images),Customer testimonial about a 28-year-old TB mare with bad feet returning to regular riding thanks to Cavallo Simple Boots.,"Body text, Single image, Testimonials",None,1,362,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/cassies-simple-boots/,2025-05-16 10:18:43,,
1900,post,publish,Yes,,Blog — Posts,Cavallo - The Best Choice for Boots Over Metal Shoes,https://cavallo-inc.com/cavallo-the-top-choice-for-boots-over-metal-shoes/,FAQ / informational,"Q&A explaining why Cavallo boots work over metal shoes, covering trailer safety, traction, and protection for shod horses, not just barefoot ones.",Table of contents/sections,Shop hoof boots,3,982,0,,,,,,0,0.47,cavallo shoes,13,2,3,5,,,,6,Gutenberg,,http://cavallo.local/cavallo-the-top-choice-for-boots-over-metal-shoes/,2026-02-11 18:33:04,,
1014,post,publish,Yes,,Blog — Posts,CAVALLO – THE TRUSTED AUTHORITY,https://cavallo-inc.com/cavallo-the-trusted-authority/,Standard article (text + images),"President Carole Herder reflects on the Functional Hoof Conference in Australia, positioning Cavallo as a trusted authority on hoof health.",Pull quote/testimonial,None,1,170,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-the-trusted-authority/,2025-07-03 18:48:39,,
980,post,publish,Yes,,Blog — Posts,Cavallo & ACTHA,https://cavallo-inc.com/cavallo-actha/,Standard article (text + images),Q&A between Carole Herder and ACTHA's Carrie Scrima on Cavallo's hoof boots and the brand's partnership as exclusive hoof boot of ACTHA trail challenges.,,Visit actha.us for more information,0,207,0,,,Cavallo & ACTHA: Cavallo’s  Carole Herder and Carrie Scrima of The American Competitive Trail Horse Association (ACTHA) chat candidly about the evolution.,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-actha/,2025-07-03 18:41:31,,
1596,post,publish,Yes,,Blog — Posts,Cavallo advice on Managing the Mud Headache,https://cavallo-inc.com/cavallo-advice-on-managing-the-mud-headache/,Standard article (text + images),"Mud management tips for horse properties: installing drainage, removing manure, and rotating pastures to protect hoof health.",,None,1,359,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/cavallo-advice-on-managing-the-mud-headache/,2025-05-16 10:18:24,,
1003,post,publish,Yes,,Blog — Posts,Cavallo and ATHRA,https://cavallo-inc.com/cavallo-and-athra/,Standard article (text + images),News on Cavallo's sponsorship of ATHRA (Australian Trail Horse Riders Association) and a joint record-setting trail ride with ACTHA.,Pull quote/testimonial,None,0,196,0,,,Cavallo and ATHRA: ATHRA (Australian Trail Horse Riders Association) boasts over 115 clubs nationally and was formed in 1972 for riders to enjoy a.,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-and-athra/,2025-07-03 18:45:37,,
1141,post,publish,Yes,,Blog — Posts,Cavallo and Friends,https://cavallo-inc.com/cavallo-and-friends/,Standard article (text + images),"Event post about Carole Herder meeting trainer/clinician Cyndy Branham of R&D Ranch at the Amerequine Expo in Fort Worth, Texas, highlighting Cyndy's mustang-makeover achievements and praise for Cavallo.",,None,0,134,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-and-friends/,2025-07-03 19:11:47,,
973,post,publish,Yes,,Blog — Posts,Cavallo and Monty Roberts,https://cavallo-inc.com/cavallo-and-monty-roberts/,Standard article (text + images),Story of how horse-training icon Monty Roberts voluntarily endorses Cavallo saddle pads worldwide at no cost to the company.,,None,0,170,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-and-monty-roberts/,2025-07-03 18:37:09,,
1847,post,publish,Yes,,Blog — Posts,Cavallo and PATH International - A Common Passion,https://cavallo-inc.com/cavallo-continues-partnership-with-path-international/,Standard article (text + images),"Announces Cavallo's continuing sponsorship of PATH International (Professional Association of Therapeutic Horsemanship), supporting therapy horses and volunteers.",,Read more,3,487,0,,,Cavallo and PATH International - A Common Passion: Cavallo Helps Therapeutic Horses Wear Hoof Boots! We at Cavallo Horse & Rider are proud to announce our.,,,,,,,,,4,,,,,Classic,,http://cavallo.local/cavallo-continues-partnership-with-path-international/,2026-03-13 00:46:54,,
1830,post,publish,Yes,,Blog — Posts,Cavallo and United States Pony Club Form Affiliate Partnership,https://cavallo-inc.com/cavallo-and-united-states-pony-club-form-affiliate-partnership/,Standard article (text + images),"Announcement that Cavallo has become an Affiliate Partner of the United States Pony Club (USPC), offering member discounts on hoof boots and saddle pads with sales benefiting USPC.",Table of contents/sections,None,2,342,4,,,,,,,,,,,,3,,,,,Classic,,http://cavallo.local/cavallo-and-united-states-pony-club-form-affiliate-partnership/,2026-03-13 00:47:24,,
1161,post,publish,Yes,,Blog — Posts,Cavallo at Equitana,https://cavallo-inc.com/cavallo-at-equitana/,Standard article (text + images),"Event announcement for Cavallo president Carole Herder speaking on barefoot horse care at Equitana in Melbourne, with her bio and product background.",,Read more,0,273,0,,,"Cavallo at Equitana: Don't miss Carole Herder, president of Cavallo, speaking at Equitana at the Melborne Showgrounds in Australia.",,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-at-equitana/,2025-07-03 19:14:34,,
1093,post,publish,Yes,,Blog — Posts,Cavallo at Mane Event,https://cavallo-inc.com/cavallo-at-mane-event-2/,Standard article (text + images),Short brand update from Krystle attending the Mane Event expo in Chilliwack with Cavallo Hoof Boots and Saddle Pads.,,None,0,36,0,,,,,,,,,,,,2,,,,,Classic,,http://cavallo.local/cavallo-at-mane-event-2/,2026-03-13 00:54:15,,
1251,post,publish,Yes,,Blog — Posts,Cavallo at Spoga,https://cavallo-inc.com/cavallo-at-spoga/,Standard article (text + images),"Blog post by Carole Herder recapping Cavallo's worldwide distributor gathering at the Spoga equine trade fair in Cologne, Germany, with partners from 28 countries.",Author byline,None,2,123,0,,,Cavallo at Spoga: We sang and danced and celebrated our community of Barefoot & Booted advocates. Changing the world one horse at a time.,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/cavallo-at-spoga/,2025-07-03 19:27:14,,
1053,post,publish,Yes,,Blog — Posts,Cavallo at Western States Horse Expo,https://cavallo-inc.com/cavallo-at-western-states-horse-expo/,Standard article (text + images),"Recap of Cavallo's visit to the Western States Horse Expo in Sacramento, highlighting events, distributors, and rescue partners.",Image gallery,None,4,110,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-at-western-states-horse-expo/,2025-07-03 18:55:17,,
1860,post,publish,Yes,,Blog — Posts,Cavallo Awards Pony Club Members,https://cavallo-inc.com/cavallo-awards-top-pony-club-members/,Standard article (text + images),Announces a Cavallo affiliate program awarding US Pony Club members who earn H-HM/H/H-A Horse Management Certification a free pair of Trek hoof boots.,Image gallery,Read more,3,485,0,,,,,,,,,,,,4,,,,3,Gutenberg,,http://cavallo.local/cavallo-awards-top-pony-club-members/,2026-03-17 19:59:40,,
1888,post,publish,Yes,,Blog — Posts,Cavallo Boots - Changing the Golden Years for Older Horses,https://cavallo-inc.com/cavallo-boots-changing-the-golden-years-for-older-horses/,Standard article (text + images),"Explains how Cavallo boots and pads help older horses with arthritis and metabolic issues stay comfortable and mobile, with examples of three aging equines returning to the trails.",Table of contents/sections,Shop hoof boots,3,649,0,,,Cavallo Boots - Changing the Golden Years for Older Horses: Older Horses Face Unique Issues Ageing equines often suffer from arthritis.,,,,,,,,,4,,,,4,Gutenberg,,http://cavallo.local/cavallo-boots-changing-the-golden-years-for-older-horses/,2026-03-17 18:34:16,,
1876,post,publish,Yes,,Blog — Posts,Cavallo Boots During Transport - Your Horse Thanks You,https://cavallo-inc.com/cavallo-boots-during-transport-your-horse-will-thank-you/,Standard article (text + images),"Article on using Cavallo hoof boots during horse transport for comfort and traction in the trailer, including pad options and measuring for fit over shod hooves.","Image gallery, Comparison table reference",Shop hoof boots,3,696,0,,,,,,,,,,,2,9,,,,4,Gutenberg,,http://cavallo.local/cavallo-boots-during-transport-your-horse-will-thank-you/,2026-03-17 18:34:23,,
1457,post,publish,Yes,,Blog — Posts,Cavallo Boots for Endurance Riding in Germany,https://cavallo-inc.com/cavallo-boots-for-endurance-riding-in-germany/,Standard article (text + images),Customer testimonial from German endurance rider Nina who has used Cavallo boots for over six years across thousands of miles of endurance riding and trekking.,Testimonials,None,2,92,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-boots-for-endurance-riding-in-germany/,2025-05-16 10:18:41,,
1907,post,publish,Yes,,Blog — Posts,Cavallo Boots Help Forest Fire Horses,https://cavallo-inc.com/cavallo-boots-help-forest-fire-horses/,Standard article (text + images),"Recounts Cavallo's 2021 donation of boots, wraps, and pads to wildfire-affected horse rescues in BC and beyond, coordinated through Perfect Pastures Animal Sanctuary.","Bulleted list, Table of contents/sections",None,2,871,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-boots-help-forest-fire-horses/,2025-07-04 04:18:25,,
1417,post,publish,Yes,,Blog — Posts,Cavallo Boots In Deep Mud,https://cavallo-inc.com/cavallo-boots-in-deep-mud/,Standard article (text + images),Customer testimonial on Cavallo Sport boots staying secure on a Rocky Mountain horse through deep mud and bogs on a 20+ mile trail ride.,Testimonials,Shop hoof boots,1,249,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/cavallo-boots-in-deep-mud/,2025-05-16 10:18:45,,
1122,post,publish,Yes,,Blog — Posts,Cavallo Bridge Saddle Pad,https://cavallo-inc.com/cavallo-bridge-saddle-pad/,Standard article (text + images),A customer testimonial from Jan Kerr praising the Cavallo bridge saddle pad for noticeably improving an older horse's comfort on the first ride.,Customer testimonial,None,0,55,0,,,,,,,,,,,,1,,,,,Classic,,http://cavallo.local/cavallo-bridge-saddle-pad/,2026-03-13 00:53:58,,
1837,post,publish,Yes,,Blog — Posts,Cavallo Comfort Pads - Cushioning your Horse into Great Hoof Health,https://cavallo-inc.com/cavallo-comfort-pads-cushioning-your-horse-into-great-hoof-health/,Product page,"Overview of Cavallo Comfort Pads, a removable polymer insole for hoof boots that absorbs shock, tightens fit, and aids hoof therapy/rehabilitation; fits all Cavallo boots size 0-6.","Image gallery, Video embed, Table of contents/sections, Bulleted list, Product gallery, Add-to-cart, Product tabs",Add to cart,4,509,4,Yes,,,,,,,,,,,5,,,,,Classic,,http://cavallo.local/cavallo-comfort-pads-cushioning-your-horse-into-great-hoof-health/,2026-03-17 19:56:29,,
1733,post,publish,Yes,,Blog — Posts,Cavallo Delivers - Great Hoof Boots and Customer Service!,https://cavallo-inc.com/cavallo-delivers/,Standard article (text + images),Customer review feature highlighting a positive Facebook testimonial about Cavallo ELB hoof boots and the company's responsive customer service replacing a defective boot.,"Testimonials, Pull quote/testimonial",Shop hoof boots,2,281,0,,,,,,,,,,,,0,,,,,Classic,,http://cavallo.local/cavallo-delivers/,2025-05-16 10:18:04,,
1666,post,publish,Yes,,Blog — Posts,Cavallo Gives,https://cavallo-inc.com/cavallo-gives-mounted-search-and-rescue/,Standard article (text + images),Cavallo Gives feature on the company's special hoof boot discounts for Mounted Search and Rescue and Mounted Police members across North America.,Image gallery,None,2,317,0,,,,,,,,,,,,0,,,,2,Gutenberg,,http://cavallo.local/cavallo-gives-mounted-search-and-rescue/,2025-05-16 10:18:15,,
